N/A,META,,,,,SUMMARY,,,PLACE,,,,,,,,,,,,,,,,,,,,,ECONOMY,,,,,,,,,,,,,,,,,,,,,COMMUNITY,,,,,,,,,,,,,,,,,,,,
N/A,Is an Opportunity Zone,Census Tract FIPS code,County,State,Year,Inclusive Growth Score,Growth,Inclusion,Place,Place Growth,Place Inclusion,Net Occupancy Score,"Net Occupancy Base, %","Net Occupancy Tract, %",Residential Real Estate Value Score,"Residential Real Estate Value Base, %","Residential Real Estate Value Tract, %",Acres of Park Land Score,"Acres of Park Land Base, %","Acres of Park Land Tract, %",Affordable Housing Score,"Affordable Housing Base, %","Affordable Housing Tract, %",Internet Access Score,"Internet Access Base, %","Internet Access Tract, %",Travel Time to Work Score,"Travel Time to Work Base, %","Travel Time to Work Tract, %",Economy,Economy Growth,Economy Inclusion,New Businesses Score,"New Businesses Base, %","New Businesses Tract, %",Spend Growth Score,"Spend Growth Base, %","Spend Growth Tract, %",Small Business Loans Score,"Small Business Loans Base, %","Small Business Loans Tract, %",Minority/Women Owned Businesses Score,"Minority/Women Owned Businesses Base, %","Minority/Women Owned Businesses Tract, %",Labor Market Engagement Index Score,Labor Market Engagement Index Base,Labor Market Engagement Index Tract,Commercial Diversity Score,"Commercial Diversity Base, %","Commercial Diversity Tract, %",Community,Community Growth,Community Inclusion,Personal Income Score,"Personal Income Base, %","Personal Income Tract, %",Spending per Capita Score,"Spending per Capita Base, %","Spending per Capita Tract, %",Female Above Poverty Score,"Female Above Poverty Base, %","Female Above Poverty Tract, %",Gini Coefficient Score,Gini Coefficient Base,Gini Coefficient Tract,Early Education Enrollment Score,"Early Education Enrollment Base, %","Early Education Enrollment Tract, %",Health Insurance Coverage Score,"Health Insurance Coverage Base, %","Health Insurance Coverage Tract, %"
155,N/A,28049003300,Hinds County,Mississippi,2020,40,48,32,37,24,50,33,1,-9.9,16,17.5,-10.6,19,3.1,0.7,75,77.8,82.4,34,80.8,75.7,71,73,79.8,36,53,19,71,6.7,95.7,55,N/A,N/A,33,7.4,4.2,N/A,N/A,N/A,12,48,11,26,20.6,16.1,48,68,28,67,11.1,38.6,70,N/A,N/A,15,84.9,65.3,26,41.8,45.7,52,23,23.6,18,93.2,87.4
156,N/A,28049003300,Hinds County,Mississippi,2021,38,44,33,42,34,50,37,-0.7,-13.8,31,15.9,2.3,19,3.1,0.7,64,78.5,81.3,49,85.9,85.7,66,72.5,78.1,24,29,20,5,5.4,-26.7,15,N/A,N/A,66,11.2,60,N/A,N/A,N/A,10,47,9,29,20.6,16.7,48,68,29,65,12.4,34.5,72,N/A,N/A,16,86.3,69.5,21,41.3,46.7,59,25.3,29.1,19,94.1,88.1
157,N/A,28049003300,Hinds County,Mississippi,2022,30,34,26,34,30,37,43,-0.8,-12.1,17,21.5,-20.4,19,3.1,0.7,50,77.9,78,26,87.6,81,53,72.6,73.5,24,25,22,6,-11.8,-39.4,19,N/A,N/A,51,13.3,27.5,N/A,N/A,N/A,10,46,10,34,20.9,17.9,34,47,20,42,13.1,16.1,52,N/A,N/A,5,86.4,54.1,17,41.4,48,45,25.2,23.5,12,94,85.3
158,N/A,28049003300,Hinds County,Mississippi,2023,26,31,22,30,39,22,43,-0.9,-12.9,35,40.3,31.7,19,3.1,0.7,7,77.4,62.6,20,88.8,80.7,43,72.8,70.1,29,33,25,63,27.6,65,22,N/A,N/A,15,-8.7,-38.8,N/A,N/A,N/A,10,46,10,40,20.7,18.8,20,20,19,7,15.1,-2.2,34,N/A,N/A,3,86.3,45,29,41.5,45.1,34,25.3,19.3,11,93.9,84.9
159,N/A,28049003300,Hinds County,Mississippi,2024,21,26,16,30,39,22,43,-0.9,-12.9,35,40.3,31.7,19,3.1,0.7,7,77.4,62.6,20,88.8,80.7,43,72.8,70.1,16,24,8,33,-4.9,-6.1,25,N/A,N/A,15,-8.7,-38.8,N/A,N/A,N/A,10,46,10,5,1.1,0.2,18,16,19,7,15.1,-2.2,26,N/A,N/A,3,86.3,45,29,41.5,45.1,34,25.3,19.3,11,93.9,84.9
160,N/A,28049002300,Hinds County,Mississippi,2017,28,33,23,42,44,40,60,1.5,7.3,27,-1.2,-6.7,54,3.1,3.6,40,76.5,74.6,12,78.6,59.7,55,74.1,75.9,25,39,11,67,4.1,75,1,N/A,N/A,50,4.5,20,N/A,N/A,N/A,17,48,16,5,20.3,8.7,16,15,17,6,3,-10.4,24,N/A,N/A,4,83.7,43.8,11,41.4,49.6,45,23.1,21.6,8,90,78.7
161,N/A,28049002300,Hinds County,Mississippi,2018,40,58,22,51,60,42,69,1.4,12.4,51,3.1,18.6,54,3.1,3.6,49,77.1,77,12,78.6,59.7,54,73.8,75.3,37,67,7,67,4.1,75,67,N/A,N/A,67,0,100,N/A,N/A,N/A,9,48,9,5,20.3,8.7,33,48,18,5,5.1,-9.4,90,N/A,N/A,4,84,44.8,13,41.6,49.1,41,22.9,19.9,12,91.2,82.8
162,N/A,28049002300,Hinds County,Mississippi,2019,32,40,23,51,58,44,64,1.2,8.6,53,10.8,33,54,3.1,3.6,53,77.5,78.1,17,79.7,65.5,50,73.6,73.4,9,13,5,36,13.3,14.3,2,N/A,N/A,1,6.6,-50,N/A,N/A,N/A,5,48,5,5,20.3,8.7,34,49,19,13,8.3,-0.4,85,N/A,N/A,4,84.4,47.3,15,41.7,48.6,37,22.9,18.6,20,92.3,86.7
163,N/A,28049002300,Hinds County,Mississippi,2020,32,41,24,41,38,44,50,1,3.1,26,17.5,8.8,54,3.1,3.6,50,77.8,77.8,20,80.8,68.9,52,73,73.5,34,64,3,67,6.7,87.5,61,N/A,N/A,65,7.4,66.7,N/A,N/A,N/A,3,48,3,3,20.6,6.7,22,20,24,16,11.1,3.9,23,N/A,N/A,5,84.9,48.5,22,41.8,46.6,46,23,21.8,23,93.2,88.6
164,N/A,28049002300,Hinds County,Mississippi,2021,44,55,33,50,41,60,36,-0.7,-2.2,46,15.9,32.2,54,3.1,3.6,70,78.5,82.4,57,85.9,87.4,60,72.5,76.1,29,54,4,37,5.4,6.7,66,N/A,N/A,60,11.2,50,N/A,N/A,N/A,6,47,6,3,20.6,7.2,53,71,35,53,12.4,20.6,89,N/A,N/A,9,86.3,60.9,47,41.3,41.7,63,25.3,30.9,22,94.1,89
165,N/A,28049002300,Hinds County,Mississippi,2022,43,51,35,50,39,60,26,-0.8,-7.2,52,21.5,49.6,54,3.1,3.6,70,77.9,82.1,45,87.6,86.4,69,72.6,79.2,34,61,7,67,-11.8,218.8,65,N/A,N/A,52,13.3,33.3,11,4.9,2,5,46,5,4,20.9,8.6,46,54,38,62,13.1,32.3,45,N/A,N/A,9,86.4,60.8,60,41.4,40,71,25.2,35.2,11,94,85
166,N/A,28049002300,Hinds County,Mississippi,2023,32,34,31,44,32,56,23,-0.9,-10.6,41,40.3,50.2,54,3.1,3.6,62,77.4,80,42,88.8,87.1,67,72.8,78.9,14,23,4,1,27.6,-74.5,55,N/A,N/A,12,-8.7,-38.5,N/A,N/A,N/A,5,46,5,4,20.7,8.2,40,48,32,67,15.1,58,30,N/A,N/A,8,86.3,60.6,50,41.5,41.5,59,25.3,28.9,12,93.9,85.3
167,N/A,28049002300,Hinds County,Mississippi,2024,40,49,31,44,32,56,23,-0.9,-10.6,41,40.3,50.2,54,3.1,3.6,62,77.4,80,42,88.8,87.1,67,72.8,78.9,24,43,5,57,-4.9,7.7,59,N/A,N/A,12,-8.7,-38.5,N/A,N/A,N/A,5,46,5,5,1.1,0.2,52,72,32,67,15.1,58,77,N/A,N/A,8,86.3,60.6,50,41.5,41.5,59,25.3,28.9,12,93.9,85.3
168,N/A,28049010301,Hinds County,Mississippi,2017,31,30,32,40,42,37,17,1.5,-7.2,68,-1.2,30.1,80,3.1,8.9,12,76.5,66.3,4,78.6,49,51,74.1,74.4,23,32,14,5,4.1,-30.8,21,N/A,N/A,69,4.5,100,N/A,N/A,N/A,14,48,13,14,20.3,12.9,30,16,44,8,3,-12.6,23,N/A,N/A,24,83.7,70.7,48,41.4,41.7,74,23.1,32.6,31,90,86.5
169,N/A,28049010301,Hinds County,Mississippi,2018,26,21,31,39,42,36,16,1.4,-8.1,69,3.1,46,80,3.1,8.9,6,77.1,63.5,4,78.6,49,55,73.8,75.5,10,6,14,5,4.1,-30.8,8,N/A,N/A,6,0,-33.3,N/A,N/A,N/A,13,48,12,14,20.3,12.9,29,16,42,18,5.1,-2.4,13,N/A,N/A,24,84,71.8,40,41.6,43.1,74,22.9,32.6,31,91.2,88
170,N/A,28049010301,Hinds County,Mississippi,2019,38,50,26,39,42,36,16,1.2,-7.4,68,10.8,56.4,80,3.1,8.9,11,77.5,66.9,5,79.7,53.5,49,73.6,73.2,30,47,12,20,13.3,5.6,64,N/A,N/A,57,6.6,25,N/A,N/A,N/A,10,48,10,14,20.3,12.9,46,62,30,48,8.3,12,77,N/A,N/A,25,84.4,72.8,37,41.7,43.7,31,22.9,16.6,26,92.3,88.4
171,N/A,28049010301,Hinds County,Mississippi,2020,35,46,24,40,44,37,22,1,-4.6,66,17.5,65.7,80,3.1,8.9,16,77.8,69.5,6,80.8,57.3,47,73,71.9,36,62,10,69,6.7,52.6,61,N/A,N/A,57,7.4,26.7,N/A,N/A,N/A,12,48,11,8,20.6,10.4,29,32,26,51,11.1,15.9,14,N/A,N/A,27,84.9,74.8,41,41.8,43.2,11,23,8.7,25,93.2,89.1
172,N/A,28049010301,Hinds County,Mississippi,2021,40,50,29,48,46,50,53,-0.7,2.2,40,15.9,15.1,80,3.1,8.9,77,78.5,83.9,16,85.9,74.3,28,72.5,63.6,35,51,19,32,5.4,3.4,60,N/A,N/A,61,11.2,42.1,N/A,N/A,N/A,29,47,28,9,20.6,11.3,35,52,18,43,12.4,14.5,62,N/A,N/A,20,86.3,72.5,26,41.3,45.4,16,25.3,13.1,11,94.1,85.1
173,N/A,28049010301,Hinds County,Mississippi,2022,32,32,33,48,42,53,50,-0.8,1.3,33,21.5,10.2,80,3.1,8.9,79,77.9,84.1,16,87.6,77,37,72.6,67.3,26,21,30,6,-11.8,-36.7,11,N/A,N/A,46,13.3,22.2,53,4.9,5.3,24,46,23,13,20.9,12.9,24,32,16,34,13.1,11.2,30,N/A,N/A,13,86.4,67,19,41.4,47.3,22,25.2,15,8,94,83.2
174,N/A,28049010301,Hinds County,Mississippi,2023,28,26,29,46,38,53,55,-0.9,3.4,20,40.3,1.8,80,3.1,8.9,77,77.4,83.1,14,88.8,77.9,40,72.8,68.9,17,14,20,20,27.6,10.5,5,N/A,N/A,18,-8.7,-30.3,N/A,N/A,N/A,24,46,23,17,20.7,14,20,26,15,32,15.1,12,21,N/A,N/A,10,86.3,63.9,19,41.5,47.5,23,25.3,15.2,8,93.9,83
175,N/A,28049010301,Hinds County,Mississippi,2024,38,41,35,46,38,53,55,-0.9,3.4,20,40.3,1.8,80,3.1,8.9,77,77.4,83.1,14,88.8,77.9,40,72.8,68.9,34,30,37,7,-4.9,-19,66,N/A,N/A,18,-8.7,-30.3,N/A,N/A,N/A,24,46,23,50,1.1,1.1,34,54,15,32,15.1,12,77,N/A,N/A,10,86.3,63.9,19,41.5,47.5,23,25.3,15.2,8,93.9,83
176,N/A,28049001900,Hinds County,Mississippi,2017,21,12,30,20,4,35,5,1.5,-12,4,-1.2,-37.8,29,3.1,1.3,25,76.5,70.8,3,78.6,46.8,84,74.1,84.9,25,13,37,8,4.1,-12.5,19,N/A,N/A,13,4.5,-14.3,96,4.2,13.3,6,48,6,8,20.3,10.5,19,20,18,38,3,4.3,3,N/A,N/A,6,83.7,49.1,13,41.4,48.6,32,23.1,17,19,90,83.8
177,N/A,28049001900,Hinds County,Mississippi,2018,28,28,29,22,12,32,21,1.4,-2.3,4,3.1,-40.5,29,3.1,1.3,20,77.1,70.3,3,78.6,46.8,75,73.8,81.9,32,29,36,8,4.1,-12.5,17,N/A,N/A,61,0,33.3,96,4.2,13.3,3,48,3,8,20.3,10.5,32,44,20,27,5.1,2.3,61,N/A,N/A,5,84,48.1,11,41.6,49.8,54,22.9,24.4,11,91.2,82
178,N/A,28049001900,Hinds County,Mississippi,2019,24,18,29,28,26,31,49,1.2,4.6,3,10.8,-46.4,29,3.1,1.3,26,77.5,72.4,6,79.7,53.7,62,73.6,77.3,26,16,35,22,13.3,7.1,24,N/A,N/A,2,6.6,-37.5,96,4.2,13.3,2,48,2,8,20.3,10.5,16,12,21,10,8.3,-2,15,N/A,N/A,6,84.4,51.1,18,41.7,47.6,56,22.9,25.1,4,92.3,78.4
179,N/A,28049001900,Hinds County,Mississippi,2020,25,33,17,28,27,30,51,1,5,3,17.5,-43.7,29,3.1,1.3,36,77.8,75,9,80.8,60,45,73,71.3,18,34,3,36,6.7,6.7,60,N/A,N/A,6,7.4,-20,N/A,N/A,N/A,2,48,2,4,20.6,7.8,28,38,18,16,11.1,3.9,61,N/A,N/A,8,84.9,56.7,29,41.8,45.2,34,23,18,2,93.2,76.5
180,N/A,28049001900,Hinds County,Mississippi,2021,38,46,31,54,68,41,68,-0.7,27.7,N/A,15.9,N/A,29,3.1,1.3,84,78.5,85.6,6,85.9,64.7,44,72.5,70.5,33,33,33,21,5.4,0,10,N/A,N/A,67,11.2,250,91,5.1,12.5,4,47,4,4,20.6,8.5,27,36,18,60,12.4,27,11,N/A,N/A,26,86.3,76.8,14,41.3,48.9,25,25.3,16.4,6,94.1,81.5
181,N/A,28049001900,Hinds County,Mississippi,2022,34,40,29,54,69,38,69,-0.8,35.1,N/A,21.5,N/A,29,3.1,1.3,80,77.9,84.3,4,87.6,64.4,37,72.6,67.7,24,9,38,5,-11.8,-37.5,15,N/A,N/A,6,13.3,-14.3,99,4.9,30,10,46,10,6,20.9,9.9,27,42,12,66,13.1,43.3,18,N/A,N/A,14,86.4,67.8,16,41.4,48.4,13,25.2,11.5,7,94,82.4
182,N/A,28049001900,Hinds County,Mississippi,2023,42,56,29,46,69,23,69,-0.9,42.3,N/A,40.3,N/A,29,3.1,1.3,31,77.4,72.7,2,88.8,61.6,30,72.8,64.3,40,41,38,48,27.6,40,11,N/A,N/A,63,-8.7,33.3,99,3.8,21.4,10,46,10,4,20.7,8.8,42,57,26,64,15.1,42.2,50,N/A,N/A,15,86.3,69.1,66,41.5,39.1,14,25.3,11.6,9,93.9,84
183,N/A,28049001900,Hinds County,Mississippi,2024,42,52,33,46,69,23,69,-0.9,42.3,N/A,40.3,N/A,29,3.1,1.3,31,77.4,72.7,2,88.8,61.6,30,72.8,64.3,39,29,49,10,-4.9,-14.3,14,N/A,N/A,63,-8.7,33.3,98,3.6,16.7,10,46,10,40,1.1,0.9,42,58,26,64,15.1,42.2,53,N/A,N/A,15,86.3,69.1,66,41.5,39.1,14,25.3,11.6,9,93.9,84
184,N/A,28049003400,Hinds County,Mississippi,2017,34,37,31,28,17,39,20,1.5,-5.9,14,-1.2,-19.3,47,3.1,2.8,2,76.5,57.2,29,78.6,70.9,78,74.1,83,45,57,33,54,4.1,5.3,43,N/A,N/A,74,4.5,53.8,54,4.2,4.4,7,48,7,39,20.3,18.3,28,37,20,10,3,-7.5,64,N/A,N/A,5,83.7,47.4,24,41.4,45.8,42,23.1,20.4,10,90,80.3
185,N/A,28049003400,Hinds County,Mississippi,2018,32,31,33,27,16,38,20,1.4,-6.4,12,3.1,-20.7,47,3.1,2.8,2,77.1,58.1,29,78.6,70.9,74,73.8,81.4,38,43,34,54,4.1,5.3,56,N/A,N/A,19,0,-22.5,54,4.2,4.4,8,48,8,39,20.3,18.3,31,35,27,25,5.1,1.7,45,N/A,N/A,5,84,48.3,34,41.6,43.9,52,22.9,23.5,16,91.2,84.1
186,N/A,28049003400,Hinds County,Mississippi,2019,36,37,34,22,10,33,15,1.2,-10.2,6,10.8,-34.2,47,3.1,2.8,2,77.5,58.7,22,79.7,68.8,62,73.6,77.4,42,50,33,52,13.3,13.3,44,N/A,N/A,53,6.6,12.9,54,4.2,4.4,6,48,6,39,20.3,18.3,42,50,35,43,8.3,11.3,58,N/A,N/A,6,84.4,52.1,52,41.7,41.4,61,22.9,26.8,22,92.3,87.3
187,N/A,28049003400,Hinds County,Mississippi,2020,32,38,26,20,9,31,13,1,-16,5,17.5,-31.3,47,3.1,2.8,7,77.8,64.7,24,80.8,71.4,47,73,72.1,31,45,17,39,6.7,1.5,73,N/A,N/A,22,7.4,-11.4,10,3.6,1.4,7,48,7,35,20.6,18,46,60,31,65,11.1,31.3,54,N/A,N/A,7,84.9,54.5,40,41.8,43.3,60,23,26.6,16,93.2,86.7
188,N/A,28049003400,Hinds County,Mississippi,2021,35,41,29,30,10,50,14,-0.7,-19.8,6,15.9,-47.8,47,3.1,2.8,45,78.5,77.4,57,85.9,87.5,53,72.5,73.5,34,52,16,53,5.4,5.8,27,N/A,N/A,77,11.2,112.9,4,5.1,1.4,13,47,12,30,20.6,16.9,42,62,21,66,12.4,40.8,58,N/A,N/A,8,86.3,58.6,16,41.3,48.3,57,25.3,28,4,94.1,79.9
189,N/A,28049003400,Hinds County,Mississippi,2022,34,36,31,34,13,56,23,-0.8,-16.9,3,21.5,-69,47,3.1,2.8,61,77.9,80.4,49,87.6,87.3,66,72.6,78.4,34,43,24,78,-11.8,20.5,30,N/A,N/A,20,13.3,-10.6,2,4.9,1.1,37,46,35,34,20.9,17.9,33,52,14,67,13.1,53.8,37,N/A,N/A,5,86.4,55.3,15,41.4,48.8,31,25.2,18.2,4,94,78.7
190,N/A,28049003400,Hinds County,Mississippi,2023,35,36,34,34,14,54,26,-0.9,-12.3,3,40.3,-67.3,47,3.1,2.8,22,77.4,69.9,69,88.8,92.3,77,72.8,82.2,30,33,27,21,27.6,-25,50,N/A,N/A,27,-8.7,-30.5,11,3.8,1.5,37,46,35,33,20.7,17.5,42,62,21,64,15.1,40,60,N/A,N/A,3,86.3,47.1,9,41.5,51.4,69,25.3,34.1,2,93.9,74.9
191,N/A,28049003400,Hinds County,Mississippi,2024,40,43,36,34,14,54,26,-0.9,-12.3,3,40.3,-67.3,47,3.1,2.8,22,77.4,69.9,69,88.8,92.3,77,72.8,82.2,42,52,32,79,-4.9,15.2,49,N/A,N/A,27,-8.7,-30.5,9,3.6,1.3,37,46,35,50,1.1,1.1,42,64,21,64,15.1,40,64,N/A,N/A,3,86.3,47.1,9,41.5,51.4,69,25.3,34.1,2,93.9,74.9
192,N/A,28049010202,Hinds County,Mississippi,2017,46,46,46,38,42,34,47,1.5,-1.9,37,-1.2,-13.3,15,3.1,0.5,17,76.5,68.4,58,78.6,80.9,45,74.1,72.3,56,55,56,19,4.1,-6.7,58,N/A,N/A,87,4.5,92.1,68,4.2,5.6,62,48,60,39,20.3,18.3,44,40,48,56,3,4.6,24,N/A,N/A,38,83.7,79.2,22,41.4,46.2,55,23.1,24.9,75,90,93.9
193,N/A,28049010202,Hinds County,Mississippi,2018,42,37,48,36,36,35,43,1.4,-3.2,30,3.1,-21,15,3.1,0.5,17,77.1,69.3,58,78.6,80.9,50,73.8,73.8,46,38,54,19,4.1,-6.7,67,N/A,N/A,28,0,-24.7,68,4.2,5.6,54,48,52,39,20.3,18.3,45,36,54,34,5.1,-1.5,38,N/A,N/A,40,84,80,28,41.6,45.1,71,22.9,31.1,77,91.2,95
194,N/A,28049010202,Hinds County,Mississippi,2019,48,45,51,36,32,40,40,1.2,-4.2,25,10.8,-25.9,15,3.1,0.5,25,77.5,72.1,60,79.7,82.6,61,73.6,77,54,57,51,63,13.3,28.6,66,N/A,N/A,42,6.6,-3.6,68,4.2,5.6,45,48,43,39,20.3,18.3,54,46,62,31,8.3,0.2,62,N/A,N/A,47,84.4,83.3,45,41.7,42.5,86,22.9,40.4,71,92.3,94.9
195,N/A,28049010202,Hinds County,Mississippi,2020,47,48,46,42,39,45,41,1,-4,37,17.5,0,15,3.1,0.5,25,77.8,72.4,64,80.8,84.6,77,73,81.8,47,64,30,71,6.7,38.9,62,N/A,N/A,58,7.4,9.4,20,3.6,2,37,48,35,34,20.6,17.8,53,42,64,24,11.1,-1.7,59,N/A,N/A,47,84.9,84,63,41.8,40,93,23,48.3,52,93.2,93.4
196,N/A,28049010202,Hinds County,Mississippi,2021,40,37,44,48,44,51,44,-0.7,-6.6,N/A,15.9,N/A,15,3.1,0.5,31,78.5,73.9,73,85.9,90.8,84,72.5,84.9,32,42,23,22,5.4,-2,23,N/A,N/A,82,11.2,51.7,11,5.1,2,18,47,17,40,20.6,18.9,40,24,57,37,12.4,6.7,10,N/A,N/A,47,86.3,85.4,70,41.3,38.4,81,25.3,42.4,30,94.1,90.9
197,N/A,28049010202,Hinds County,Mississippi,2022,42,34,51,48,44,52,43,-0.8,-9.1,45,21.5,8.5,15,3.1,0.5,21,77.9,70.3,83,87.6,94,87,72.6,85.8,36,29,42,18,-11.8,-24.5,6,N/A,N/A,63,13.3,20.5,N/A,N/A,N/A,26,46,25,57,20.9,22.4,43,28,58,40,13.1,8.4,16,N/A,N/A,41,86.4,83.5,61,41.4,39.8,96,25.2,69.5,32,94,91.2
198,N/A,28049010202,Hinds County,Mississippi,2023,46,44,49,50,50,50,41,-0.9,-12.1,59,40.3,49.1,15,3.1,0.5,12,77.4,65.8,90,88.8,96.2,85,72.8,85.5,42,41,42,63,27.6,56.8,8,N/A,N/A,52,-8.7,-11.4,N/A,N/A,N/A,26,46,25,57,20.7,22,48,40,55,51,15.1,14.8,30,N/A,N/A,46,86.3,85.2,50,41.5,41.4,97,25.3,76.2,27,93.9,90.1
199,N/A,28049010202,Hinds County,Mississippi,2024,44,47,40,50,50,50,41,-0.9,-12.1,59,40.3,49.1,15,3.1,0.5,12,77.4,65.8,90,88.8,96.2,85,72.8,85.5,26,37,16,34,-4.9,-6.9,25,N/A,N/A,52,-8.7,-11.4,N/A,N/A,N/A,26,46,25,5,1.1,0.2,54,54,55,51,15.1,14.8,58,N/A,N/A,46,86.3,85.2,50,41.5,41.4,97,25.3,76.2,27,93.9,90.1
200,N/A,28049010806,Hinds County,Mississippi,2017,54,53,54,46,38,54,33,1.5,-1.7,44,-1.2,-7.6,51,3.1,3.2,59,76.5,78.2,86,78.6,89.6,20,74.1,60.8,52,50,55,68,4.1,13.5,42,N/A,N/A,39,4.5,-2.1,41,4.2,3.5,82,48,79,43,20.3,19,63,72,54,72,3,7.7,71,N/A,N/A,61,83.7,87.2,55,41.4,40.8,31,23.1,16.9,71,90,93.4
201,N/A,28049010806,Hinds County,Mississippi,2018,54,54,54,46,38,55,36,1.4,-0.7,39,3.1,-9.3,51,3.1,3.2,61,77.1,79.2,86,78.6,89.6,21,73.8,60.9,58,62,55,68,4.1,13.5,45,N/A,N/A,74,0,32.6,41,4.2,3.5,80,48,76,43,20.3,19,57,61,53,50,5.1,1.6,72,N/A,N/A,58,84,86.5,64,41.6,39.7,22,22.9,13.5,67,91.2,93.6
202,N/A,28049010806,Hinds County,Mississippi,2019,51,46,56,54,51,56,49,1.2,2,53,10.8,10.7,51,3.1,3.2,61,77.5,79.5,87,79.7,90.5,24,73.6,62.3,47,40,54,23,13.3,-3.4,42,N/A,N/A,54,6.6,11.5,41,4.2,3.5,79,48,75,43,20.3,19,52,48,57,35,8.3,-2.4,61,N/A,N/A,58,84.4,86.8,78,41.7,37.9,20,22.9,12.7,71,92.3,95
203,N/A,28049010806,Hinds County,Mississippi,2020,52,42,62,54,50,57,47,1,1.3,52,17.5,16.6,51,3.1,3.2,60,77.8,79.7,87,80.8,91.2,29,73,64.7,56,40,71,56,6.7,8.8,39,N/A,N/A,25,7.4,-10.3,82,3.6,6.5,78,48,74,54,20.6,21.5,48,36,59,31,11.1,-3.3,40,N/A,N/A,56,84.9,86.8,80,41.8,37.4,22,23,13.3,78,93.2,96.3
204,N/A,28049010806,Hinds County,Mississippi,2021,64,56,71,64,65,64,69,-0.7,7.7,61,15.9,27.2,51,3.1,3.2,80,78.5,84.7,97,85.9,97.4,30,72.5,64.1,59,48,70,30,5.4,-3.2,36,N/A,N/A,77,11.2,72.1,65,5.1,6.7,88,47,83,56,20.6,21.7,68,56,80,39,12.4,3.7,74,N/A,N/A,73,86.3,92,73,41.3,37.8,N/A,25.3,N/A,93,94.1,98.7
205,N/A,28049010806,Hinds County,Mississippi,2022,66,63,68,65,72,58,74,-0.8,14.4,70,21.5,47.9,51,3.1,3.2,70,77.9,82.2,93,87.6,96.3,20,72.6,58.3,62,49,74,55,-11.8,-10,52,N/A,N/A,41,13.3,7.6,71,4.9,7.4,96,46,92,54,20.9,21.8,69,67,71,68,13.1,16.7,66,N/A,N/A,61,86.4,89.3,63,41.4,39.6,N/A,25.2,N/A,90,94,98.2
206,N/A,28049010806,Hinds County,Mississippi,2023,64,63,65,65,74,56,76,-0.9,20,72,40.3,77.2,51,3.1,3.2,70,77.4,81.5,89,88.8,96,16,72.8,55.9,66,56,77,68,27.6,46.3,72,N/A,N/A,28,-8.7,-31.9,77,3.8,6.3,96,46,92,59,20.7,22.4,60,58,63,85,15.1,33.7,32,N/A,N/A,61,86.3,89.2,40,41.5,43,N/A,25.3,N/A,87,93.9,97.9
207,N/A,28049010806,Hinds County,Mississippi,2024,63,63,63,65,74,56,76,-0.9,20,72,40.3,77.2,51,3.1,3.2,70,77.4,81.5,89,88.8,96,16,72.8,55.9,54,38,70,37,-4.9,-8.9,48,N/A,N/A,28,-8.7,-31.9,73,3.6,5.6,96,46,92,40,1.1,0.9,70,76,63,85,15.1,33.7,67,N/A,N/A,61,86.3,89.2,40,41.5,43,N/A,25.3,N/A,87,93.9,97.9
208,N/A,28049011400,Hinds County,Mississippi,2017,36,34,38,32,20,43,29,1.5,0.3,11,-1.2,-20.1,21,3.1,0.8,90,76.5,85.1,3,78.6,44,58,74.1,76.8,34,30,37,43,4.1,7.1,48,N/A,N/A,0,4.5,-60,98,4.2,15,4,48,4,8,20.3,10.3,42,51,34,15,3,-4.4,87,N/A,N/A,5,83.7,48.4,36,41.4,43.6,88,23.1,41.7,8,90,78.8
209,N/A,28049011400,Hinds County,Mississippi,2018,38,39,38,26,10,43,10,1.4,-5.8,10,3.1,-21,21,3.1,0.8,89,77.1,85.2,3,78.6,44,60,73.8,77.1,40,43,37,43,4.1,7.1,18,N/A,N/A,67,0,200,98,4.2,15,5,48,5,8,20.3,10.3,49,65,33,42,5.1,8,88,N/A,N/A,6,84,49.5,41,41.6,42.9,77,22.9,33.9,7,91.2,79.6
210,N/A,28049011400,Hinds County,Mississippi,2019,34,30,38,28,12,43,13,1.2,-4.5,11,10.8,-12.8,21,3.1,0.8,92,77.5,86.4,3,79.7,46.9,57,73.6,75.9,36,35,38,61,13.3,33.3,19,N/A,N/A,25,6.6,0,98,4.2,15,8,48,8,8,20.3,10.3,38,43,34,55,8.3,17.3,31,N/A,N/A,7,84.4,52.6,54,41.7,41.1,66,22.9,28.6,7,92.3,81.7
211,N/A,28049011400,Hinds County,Mississippi,2020,38,41,34,42,38,47,49,1,5.2,26,17.5,10.1,21,3.1,0.8,96,77.8,88.5,5,80.8,53.8,65,73,77.8,33,43,23,68,6.7,50,56,N/A,N/A,4,7.4,-22.2,46,3.6,3.3,7,48,7,16,20.6,13.4,37,42,32,52,11.1,18.3,31,N/A,N/A,6,84.9,52,61,41.8,40.3,53,23,24,6,93.2,81.8
212,N/A,28049011400,Hinds County,Mississippi,2021,45,52,38,52,54,49,55,-0.7,6.6,52,15.9,45,21,3.1,0.8,69,78.5,82.2,24,85.9,78.1,81,72.5,83.7,40,42,38,7,5.4,-10,54,N/A,N/A,64,11.2,85.7,88,5.1,11.1,7,47,7,18,20.6,14.1,42,59,26,33,12.4,11.9,85,N/A,N/A,4,86.3,51.6,71,41.3,38.1,18,25.3,13.5,10,94.1,84.6
