N/A,META,,,,,SUMMARY,,,PLACE,,,,,,,,,,,,,,,,,,,,,ECONOMY,,,,,,,,,,,,,,,,,,,,,COMMUNITY,,,,,,,,,,,,,,,,,,,,
N/A,Is an Opportunity Zone,Census Tract FIPS code,County,State,Year,Inclusive Growth Score,Growth,Inclusion,Place,Place Growth,Place Inclusion,Net Occupancy Score,"Net Occupancy Base, %","Net Occupancy Tract, %",Residential Real Estate Value Score,"Residential Real Estate Value Base, %","Residential Real Estate Value Tract, %",Acres of Park Land Score,"Acres of Park Land Base, %","Acres of Park Land Tract, %",Affordable Housing Score,"Affordable Housing Base, %","Affordable Housing Tract, %",Internet Access Score,"Internet Access Base, %","Internet Access Tract, %",Travel Time to Work Score,"Travel Time to Work Base, %","Travel Time to Work Tract, %",Economy,Economy Growth,Economy Inclusion,New Businesses Score,"New Businesses Base, %","New Businesses Tract, %",Spend Growth Score,"Spend Growth Base, %","Spend Growth Tract, %",Small Business Loans Score,"Small Business Loans Base, %","Small Business Loans Tract, %",Minority/Women Owned Businesses Score,"Minority/Women Owned Businesses Base, %","Minority/Women Owned Businesses Tract, %",Labor Market Engagement Index Score,Labor Market Engagement Index Base,Labor Market Engagement Index Tract,Commercial Diversity Score,"Commercial Diversity Base, %","Commercial Diversity Tract, %",Community,Community Growth,Community Inclusion,Personal Income Score,"Personal Income Base, %","Personal Income Tract, %",Spending per Capita Score,"Spending per Capita Base, %","Spending per Capita Tract, %",Female Above Poverty Score,"Female Above Poverty Base, %","Female Above Poverty Tract, %",Gini Coefficient Score,Gini Coefficient Base,Gini Coefficient Tract,Early Education Enrollment Score,"Early Education Enrollment Base, %","Early Education Enrollment Tract, %",Health Insurance Coverage Score,"Health Insurance Coverage Base, %","Health Insurance Coverage Tract, %"
1036,Yes,13121008601,Fulton County,Georgia,2021,45,57,33,58,74,41,81,0,17.2,67,25.7,144.6,37,4.1,2.7,83,73.3,81.8,6,89.1,67.8,37,55.6,50.5,50,61,40,44,5.3,4.6,66,N/A,N/A,72,7.1,96.3,80,5,8.8,1,59,1,40,20.6,18.7,28,36,19,6,13.8,-1.8,65,N/A,N/A,6,88.8,61.3,26,41.3,45.9,33,27.5,20.5,11,95,86.7
1037,Yes,13121008601,Fulton County,Georgia,2022,43,49,37,55,75,35,82,-0.3,24,68,31.6,216.5,37,4.1,2.7,54,72.9,73.8,9,90.6,75.2,39,56.3,52.1,39,33,45,17,-15,-35.3,19,N/A,N/A,64,17.9,52.8,91,5.1,13.6,2,60,2,41,21.1,19.2,34,38,31,10,14.5,1.9,65,N/A,N/A,6,88.8,62,40,41.3,42.9,69,27.4,36.8,8,94.9,85.2
1038,Yes,13121008601,Fulton County,Georgia,2023,42,47,36,53,75,31,81,-0.5,20.3,69,48.8,372,37,4.1,2.7,50,72.2,72.3,8,91.7,77,28,56.7,47.6,44,47,42,76,28.8,90.9,16,N/A,N/A,49,-8.5,-2.5,85,3.9,8.3,2,60,2,39,20.7,18.5,27,18,36,30,16.7,14,7,N/A,N/A,8,88.8,65.5,31,41.5,44.8,87,27.8,52.6,19,95,89.5
1039,Yes,13121008601,Fulton County,Georgia,2024,42,50,35,53,75,31,81,-0.5,20.3,69,48.8,372,37,4.1,2.7,50,72.2,72.3,8,91.7,77,28,56.7,47.6,33,28,38,24,-5.8,-13.1,11,N/A,N/A,49,-8.5,-2.5,35,3.6,2.7,2,60,2,76,1.3,2.2,41,46,36,30,16.7,14,61,N/A,N/A,8,88.8,65.5,31,41.5,44.8,87,27.8,52.6,19,95,89.5
1040,Yes,13121007704,Fulton County,Georgia,2017,38,53,24,36,46,25,79,2.1,9.3,13,-0.4,-39.5,45,4.1,3.5,21,71.2,63,7,82.9,57.3,26,57.6,47.5,50,62,39,61,5.9,11.5,66,N/A,N/A,59,5.7,11.9,32,4,2.9,25,59,31,61,20.1,22.3,30,52,8,45,3.3,4.2,59,N/A,N/A,13,86.3,64.5,6,41.3,52.6,11,25.5,9.6,3,91.2,75.9
1041,Yes,13121007704,Fulton County,Georgia,2018,32,41,24,32,42,22,73,2.1,6.2,12,5.4,-44.9,45,4.1,3.5,16,72,62,7,82.9,57.3,21,57,44.8,52,65,39,61,5.9,11.5,70,N/A,N/A,64,1.6,10.7,32,4,2.9,23,60,29,61,20.1,22.3,14,17,10,23,5.7,-1.8,11,N/A,N/A,12,86.6,64.6,8,41.5,51.6,17,25.5,12.8,2,92.3,77
1042,Yes,13121007704,Fulton County,Georgia,2019,35,46,24,34,48,21,81,1.8,9.6,14,16.5,-26.3,45,4.1,3.5,12,72.5,60.5,7,83.9,59.3,20,56.5,43.3,46,55,37,57,13.7,17.2,46,N/A,N/A,63,8.6,16.9,32,4,2.9,18,60,24,61,20.1,22.3,24,34,13,13,9.2,-5.3,55,N/A,N/A,11,87,64.1,12,41.6,49.8,27,25.3,17.1,2,93.3,77.8
1043,Yes,13121007704,Fulton County,Georgia,2020,36,45,27,35,50,20,81,1.5,9.5,20,25.2,-4.8,45,4.1,3.5,10,72.8,59.9,8,84.9,62.8,18,55.8,41.9,56,69,42,82,7.4,63.2,47,N/A,N/A,77,8.1,36.1,52,3.4,3.6,16,61,21,57,20.6,22.1,17,16,18,10,12.2,-9.3,21,N/A,N/A,10,87.5,64.5,18,41.6,47.8,41,25.4,22.3,2,94.2,79
1044,Yes,13121007704,Fulton County,Georgia,2021,36,42,29,33,34,32,34,0,-10.3,N/A,25.7,N/A,45,4.1,3.5,21,73.3,64.5,49,89.1,88.9,13,55.6,38.1,40,41,40,22,5.3,-10.8,74,N/A,N/A,28,7.1,-14.4,25,5,3,29,59,37,66,20.6,23.9,32,51,14,45,13.8,14.7,57,N/A,N/A,22,88.8,77.7,9,41.3,51.4,N/A,27.5,N/A,11,95,87
1045,Yes,13121007704,Fulton County,Georgia,2022,42,42,43,38,31,44,27,-0.3,-34.2,35,31.6,19.4,45,4.1,3.5,43,72.9,71.1,70,90.6,94.1,16,56.3,40.7,46,42,49,35,-15,-22.2,11,N/A,N/A,80,17.9,77,36,5.1,3.9,44,60,53,68,21.1,24.8,44,52,36,73,14.5,43.9,32,N/A,N/A,19,88.8,76,22,41.3,46.8,88,27.4,52,17,94.9,89
1046,Yes,13121007704,Fulton County,Georgia,2023,46,43,50,50,38,61,26,-0.5,-54.6,51,48.8,61.7,45,4.1,3.5,42,72.2,70,95,91.7,98.7,N/A,56.7,N/A,43,32,54,57,28.8,35.1,18,N/A,N/A,22,-8.5,-53.9,49,3.9,3.8,44,60,53,68,20.7,24.6,48,59,36,76,16.7,90.1,42,N/A,N/A,21,88.8,77.7,22,41.5,47,85,27.8,50.3,17,95,89.1
1047,Yes,13121007704,Fulton County,Georgia,2024,44,42,46,50,38,61,26,-0.5,-54.6,51,48.8,61.7,45,4.1,3.5,42,72.2,70,95,91.7,98.7,N/A,56.7,N/A,38,36,40,37,-5.8,-9.6,48,N/A,N/A,22,-8.5,-53.9,24,3.6,2.1,44,60,53,52,1.3,1.3,44,51,36,76,16.7,90.1,26,N/A,N/A,21,88.8,77.7,22,41.5,47,85,27.8,50.3,17,95,89.1
1048,Yes,13089020600,DeKalb County,Georgia,2017,46,48,44,52,54,50,68,2.1,22.3,41,-0.4,-0.1,61,4.1,5.8,49,71.2,71,48,82.9,82.4,41,57.6,54.3,56,63,50,75,5.9,172.7,48,N/A,N/A,66,5.7,21.2,N/A,N/A,N/A,72,59,80,28,20.1,15.7,30,28,31,35,3.3,-1.8,20,N/A,N/A,11,86.3,62.7,17,41.3,47.6,56,25.5,27.7,40,91.2,89.3
1049,Yes,13089020600,DeKalb County,Georgia,2018,44,45,43,56,61,51,68,2.1,23,54,5.4,19.3,61,4.1,5.8,48,72,71.5,48,82.9,82.4,46,57,55.4,41,34,48,75,5.9,172.7,7,N/A,N/A,20,1.6,-23.8,N/A,N/A,N/A,69,60,78,28,20.1,15.7,35,40,30,45,5.7,4.1,36,N/A,N/A,14,86.6,66.2,14,41.5,49,61,25.5,29.8,32,92.3,89.2
1050,Yes,13089020600,DeKalb County,Georgia,2019,55,67,43,59,64,54,64,1.8,12.7,63,16.5,52.3,61,4.1,5.8,64,72.5,75.8,42,83.9,81.4,50,56.5,56.4,55,66,44,73,13.7,63.3,52,N/A,N/A,72,8.6,31.2,N/A,N/A,N/A,60,60,70,28,20.1,15.7,50,71,30,69,9.2,18.4,73,N/A,N/A,14,87,68,9,41.6,51,74,25.3,35.6,23,93.3,88.8
1051,Yes,13089020600,DeKalb County,Georgia,2020,50,57,42,53,50,56,29,1.5,-0.4,70,25.2,109.8,61,4.1,5.8,65,72.8,76.3,41,84.9,82.1,55,55.8,57.9,44,46,42,66,7.4,26.5,16,N/A,N/A,57,8.1,14.3,N/A,N/A,N/A,57,61,67,28,20.6,16.1,52,76,27,79,12.2,32.7,73,N/A,N/A,12,87.5,67,8,41.6,51.8,75,25.4,35.8,14,94.2,87.6
1052,Yes,13089020600,DeKalb County,Georgia,2021,48,50,45,50,44,55,23,0,-4.4,64,25.7,77.5,61,4.1,5.8,17,73.3,63.1,70,89.1,93.1,71,55.6,64.2,42,29,56,14,5.3,-9.7,35,N/A,N/A,39,7.1,0,N/A,N/A,N/A,81,59,86,30,20.6,16.5,50,78,23,80,13.8,40.4,76,N/A,N/A,16,88.8,73.3,24,41.3,46.2,43,27.5,24.8,9,95,85.4
1053,Yes,13089020600,DeKalb County,Georgia,2022,50,52,47,52,53,52,37,-0.3,-0.1,69,31.6,116.2,61,4.1,5.8,16,72.9,62.1,46,90.6,89.7,87,56.3,73.8,42,27,56,15,-15,-32.1,22,N/A,N/A,44,17.9,13.9,N/A,N/A,N/A,86,60,90,25,21.1,15.9,54,77,32,79,14.5,37.7,75,N/A,N/A,15,88.8,72.4,30,41.3,44.9,64,27.4,34.1,21,94.9,90
1054,Yes,13089020600,DeKalb County,Georgia,2023,46,49,43,58,62,54,58,-0.5,8.6,67,48.8,123.3,61,4.1,5.8,31,72.2,66.9,49,91.7,91.5,74,56.7,66.8,48,41,54,67,28.8,65.8,9,N/A,N/A,48,-8.5,-8.5,N/A,N/A,N/A,86,60,90,23,20.7,15.1,34,45,22,73,16.7,32.4,17,N/A,N/A,5,88.8,59.9,10,41.5,51.4,45,27.8,25.7,29,95,91.9
1055,Yes,13089020600,DeKalb County,Georgia,2024,44,50,39,58,62,54,58,-0.5,8.6,67,48.8,123.3,61,4.1,5.8,31,72.2,66.9,49,91.7,91.5,74,56.7,66.8,44,45,42,34,-5.8,-7.9,53,N/A,N/A,48,-8.5,-8.5,16,3.6,1.7,86,60,90,24,1.3,0.7,32,42,22,73,16.7,32.4,11,N/A,N/A,5,88.8,59.9,10,41.5,51.4,45,27.8,25.7,29,95,91.9
1056,Yes,13121007603,Fulton County,Georgia,2017,30,39,22,42,43,42,26,2.1,-7.1,60,-0.4,27.7,49,4.1,4,95,71.2,84,1,82.9,40.1,24,57.6,46.9,26,36,17,32,5.9,0,17,N/A,N/A,59,5.7,28.6,16,4,2,3,59,3,33,20.1,16.8,22,38,7,10,3.3,-7.2,66,N/A,N/A,3,86.3,44.6,14,41.3,48.8,7,25.5,7,5,91.2,77.9
1057,Yes,13121007603,Fulton County,Georgia,2018,30,36,23,44,46,42,28,2.1,-5.3,64,5.4,58.8,49,4.1,4,91,72,82.8,1,82.9,40.1,29,57,48.5,34,51,17,32,5.9,0,54,N/A,N/A,66,1.6,44.4,16,4,2,2,60,2,33,20.1,16.8,10,12,9,4,5.7,-10.7,19,N/A,N/A,2,86.6,42.2,18,41.5,47.7,10,25.5,9.2,7,92.3,81.3
1058,Yes,13121007603,Fulton County,Georgia,2019,32,42,23,32,24,41,47,1.8,0.3,2,16.5,-100,49,4.1,4,94,72.5,84.6,2,83.9,44.6,19,56.5,42.9,40,62,17,66,13.7,28.9,52,N/A,N/A,67,8.6,57.7,16,4,2,1,60,1,33,20.1,16.8,26,40,11,6,9.2,-4.6,73,N/A,N/A,2,87,40.2,22,41.6,46.7,16,25.3,12.3,5,93.3,81.4
1059,Yes,13121007603,Fulton County,Georgia,2020,32,37,26,33,26,40,51,1.5,1.1,2,25.2,-100,49,4.1,4,98,72.8,88,2,84.9,46.9,9,55.8,34.4,33,46,20,66,7.4,22.4,65,N/A,N/A,8,8.1,-17.1,N/A,N/A,N/A,2,61,2,38,20.6,18.2,29,40,18,25,12.2,8.5,56,N/A,N/A,1,87.5,39.2,16,41.6,48.7,50,25.4,25.5,5,94.2,83.1
1060,Yes,13121007603,Fulton County,Georgia,2021,34,36,33,46,42,50,42,0,-3.2,N/A,25.7,N/A,49,4.1,4,100,73.3,96,1,89.1,52.9,N/A,55.6,N/A,26,31,20,35,5.3,1.7,15,N/A,N/A,42,7.1,11.8,7,5,1.6,15,59,20,38,20.6,18.2,32,34,29,58,13.8,26.5,9,N/A,N/A,1,88.8,41.4,12,41.3,49.9,90,27.5,53.8,13,95,87.9
1061,Yes,13121007603,Fulton County,Georgia,2022,34,37,32,38,30,47,30,-0.3,-12,N/A,31.6,N/A,49,4.1,4,91,72.9,84.7,2,90.6,60.5,N/A,56.3,N/A,32,42,22,49,-15,-13.1,31,N/A,N/A,47,17.9,28.9,10,5.1,1.9,17,60,22,40,21.1,19,34,40,28,63,14.5,37.1,17,N/A,N/A,2,88.8,46.3,8,41.3,51.9,94,27.4,65,7,94.9,83.9
1062,Yes,13121007603,Fulton County,Georgia,2023,32,36,29,32,28,36,28,-0.5,-19.7,N/A,48.8,N/A,49,4.1,4,90,72.2,83.8,3,91.7,68.3,1,56.7,18.1,32,42,22,40,28.8,24.5,37,N/A,N/A,50,-8.5,2,11,3.9,1.5,17,60,22,37,20.7,18.1,33,38,28,65,16.7,49.1,11,N/A,N/A,2,88.8,47.3,12,41.5,50.2,92,27.8,61,4,95,81.2
1063,Yes,13121007603,Fulton County,Georgia,2024,36,41,30,32,28,36,28,-0.5,-19.7,N/A,48.8,N/A,49,4.1,4,90,72.2,83.8,3,91.7,68.3,1,56.7,18.1,33,41,25,38,-5.8,-7.6,34,N/A,N/A,50,-8.5,2,15,3.6,1.6,17,60,22,44,1.3,1.1,41,54,28,65,16.7,49.1,43,N/A,N/A,2,88.8,47.3,12,41.5,50.2,92,27.8,61,4,95,81.2
1064,Yes,13063040303,Clayton County,Georgia,2017,38,49,27,36,46,27,32,2.1,-10.7,60,-0.4,17.8,32,4.1,2.3,35,71.2,67.5,14,82.9,65.6,27,57.6,48.3,56,71,40,56,5.9,2.2,73,N/A,N/A,84,5.7,49.2,28,4,2.7,5,59,5,87,20.1,29.7,22,30,15,8,3.3,-8.8,51,N/A,N/A,8,86.3,58,37,41.3,43.4,14,25.5,11.4,1,91.2,71.7
1065,Yes,13063040303,Clayton County,Georgia,2018,42,49,34,40,45,36,33,2.1,-8.8,57,5.4,24.4,32,4.1,2.3,51,72,72.2,14,82.9,65.6,45,57,54.9,47,53,41,56,5.9,2.2,67,N/A,N/A,35,1.6,-11.7,28,4,2.7,8,60,10,87,20.1,29.7,37,50,24,55,5.7,14.3,44,N/A,N/A,12,86.6,64.2,46,41.5,42.1,35,25.5,20,2,92.3,77.1
1066,Yes,13063040303,Clayton County,Georgia,2019,45,53,37,37,36,38,38,1.8,-5.4,34,16.5,10,32,4.1,2.3,60,72.5,74.8,14,83.9,67.3,47,56.5,55.4,54,67,42,70,13.7,17,55,N/A,N/A,75,8.6,26.5,28,4,2.7,12,60,15,87,20.1,29.7,44,57,30,66,9.2,31.5,48,N/A,N/A,14,87,67.7,56,41.6,40.8,46,25.3,24,3,93.3,80
1067,Yes,13063040303,Clayton County,Georgia,2020,50,62,39,50,56,44,57,1.5,0.3,55,25.2,47,32,4.1,2.3,75,72.8,78.6,15,84.9,69.5,54,55.8,57.3,56,69,42,56,7.4,4.1,77,N/A,N/A,74,8.1,23.8,34,3.4,2.6,12,61,16,81,20.6,28,47,62,32,65,12.2,33.9,60,N/A,N/A,16,87.5,70.8,58,41.6,40.5,48,25.4,24.7,4,94.2,81.5
1068,Yes,13063040303,Clayton County,Georgia,2021,41,46,36,38,34,41,34,0,-14.4,N/A,25.7,N/A,32,4.1,2.3,57,73.3,75.2,9,89.1,71.8,66,55.6,61.9,50,58,42,64,5.3,5.2,52,N/A,N/A,57,7.1,9.2,29,5,3.3,10,59,14,86,20.6,29.7,35,46,24,49,13.8,19.8,43,N/A,N/A,19,88.8,75.6,48,41.3,41.6,N/A,27.5,N/A,5,95,82.8
1069,Yes,13063040303,Clayton County,Georgia,2022,44,49,38,36,34,38,34,-0.3,-30.6,N/A,31.6,N/A,32,4.1,2.3,41,72.9,70.5,8,90.6,73.9,73,56.3,65.9,55,61,49,56,-15,-18.7,48,N/A,N/A,79,17.9,54.9,44,5.1,4.6,15,60,19,89,21.1,31.7,40,52,27,43,14.5,18.2,62,N/A,N/A,17,88.8,74.7,60,41.3,39.8,N/A,27.4,N/A,3,94.9,79.8
1070,Yes,13063040303,Clayton County,Georgia,2023,40,39,40,34,33,36,33,-0.5,-48.5,N/A,48.8,N/A,32,4.1,2.3,51,72.2,72.4,7,91.7,75.8,55,56.7,58.7,47,40,54,50,28.8,15.8,44,N/A,N/A,25,-8.5,-55.2,57,3.9,4.4,15,60,19,91,20.7,32.8,37,43,31,49,16.7,24,37,N/A,N/A,31,88.8,82.6,60,41.5,39.9,N/A,27.8,N/A,2,95,78.1
1071,Yes,13063040303,Clayton County,Georgia,2024,37,37,37,34,33,36,33,-0.5,-48.5,N/A,48.8,N/A,32,4.1,2.3,51,72.2,72.4,7,91.7,75.8,55,56.7,58.7,41,37,45,53,-5.8,-8.8,34,N/A,N/A,25,-8.5,-55.2,29,3.6,2.4,15,60,19,92,1.3,3.7,36,40,31,49,16.7,24,32,N/A,N/A,31,88.8,82.6,60,41.5,39.9,N/A,27.8,N/A,2,95,78.1
1072,Yes,13121006300,Fulton County,Georgia,2017,38,54,23,46,58,33,50,2.1,6.3,66,-0.4,50.7,61,4.1,5.9,45,71.2,70,4,82.9,50.9,22,57.6,45.6,34,54,14,28,5.9,-2.5,65,N/A,N/A,69,5.7,112.5,17,4,2.1,3,59,3,22,20.1,14.4,36,50,22,66,3.3,18.4,33,N/A,N/A,3,86.3,46.8,8,41.3,51.5,75,25.5,36.6,2,91.2,75
1073,Yes,13121006300,Fulton County,Georgia,2018,34,44,23,36,38,34,9,2.1,-6.7,66,5.4,68.4,61,4.1,5.9,52,72,72.5,4,82.9,50.9,17,57,42.6,24,32,15,28,5.9,-2.5,58,N/A,N/A,11,1.6,-17.6,17,4,2.1,5,60,5,22,20.1,14.4,41,62,20,71,5.7,48.7,54,N/A,N/A,4,86.6,50.7,3,41.5,55.5,70,25.5,33.7,2,92.3,76.7
1074,Yes,13121006300,Fulton County,Georgia,2019,30,38,22,30,26,35,4,1.8,-13.4,49,16.5,33.1,61,4.1,5.9,56,72.5,73.8,4,83.9,53.6,18,56.5,42.5,32,50,15,60,13.7,23.1,28,N/A,N/A,62,8.6,35.7,17,4,2.1,5,60,6,22,20.1,14.4,27,39,15,71,9.2,48.6,7,N/A,N/A,4,87,52.4,3,41.6,56.1,52,25.3,26,2,93.3,77
1075,Yes,13121006300,Fulton County,Georgia,2020,36,52,19,35,33,37,3,1.5,-14.4,63,25.2,87.9,61,4.1,5.9,60,72.8,75.1,5,84.9,57.8,22,55.8,43.9,34,55,14,58,7.4,14.6,44,N/A,N/A,64,8.1,42.1,18,3.4,1.8,7,61,8,17,20.6,13.2,36,68,5,71,12.2,51.1,65,N/A,N/A,4,87.5,52.4,3,41.6,55.8,12,25.4,9.8,1,94.2,76
1076,Yes,13121006300,Fulton County,Georgia,2021,28,33,23,32,22,42,23,0,-4,22,25.7,7.2,61,4.1,5.9,63,73.3,76.4,7,89.1,69.4,38,55.6,50.8,24,31,17,63,5.3,14.5,17,N/A,N/A,12,7.1,-14.8,27,5,3.2,8,59,11,16,20.6,13.2,28,47,9,56,13.8,22.7,38,N/A,N/A,3,88.8,52.6,23,41.3,46.5,N/A,27.5,N/A,1,95,73.3
1077,Yes,13121006300,Fulton County,Georgia,2022,32,40,23,48,47,48,54,-0.3,6.7,40,31.6,38.4,61,4.1,5.9,70,72.9,78.1,7,90.6,72.9,56,56.3,58.8,25,35,15,18,-15,-31.7,20,N/A,N/A,68,17.9,139.1,15,5.1,2.3,6,60,7,25,21.1,15.9,22,38,7,32,14.5,11.9,43,N/A,N/A,3,88.8,51.1,18,41.3,48,N/A,27.4,N/A,1,94.9,75.1
1078,Yes,13121006300,Fulton County,Georgia,2023,31,42,20,46,55,38,65,-0.5,18.1,45,48.8,65.9,61,4.1,5.9,46,72.2,71.2,4,91.7,71.7,41,56.7,53.4,38,63,13,76,28.8,102.3,51,N/A,N/A,63,-8.5,21.8,5,3.9,1.1,6,60,7,27,20.7,16.2,8,8,9,9,16.7,-1.7,8,N/A,N/A,4,88.8,55.6,23,41.5,46.7,N/A,27.8,N/A,1,95,72.1
1079,Yes,13121006300,Fulton County,Georgia,2024,31,38,24,46,55,38,65,-0.5,18.1,45,48.8,65.9,61,4.1,5.9,46,72.2,71.2,4,91.7,71.7,41,56.7,53.4,36,46,25,15,-5.8,-19.5,60,N/A,N/A,63,-8.5,21.8,N/A,N/A,N/A,6,60,7,44,1.3,1.1,10,12,9,9,16.7,-1.7,14,N/A,N/A,4,88.8,55.6,23,41.5,46.7,N/A,27.8,N/A,1,95,72.1
1080,Yes,13121012000,Fulton County,Georgia,2017,34,38,31,38,32,43,59,2.1,8,4,-0.4,-53.6,48,4.1,3.9,76,71.2,77.5,5,82.9,53.9,44,57.6,55.4,51,57,45,72,5.9,21.2,34,N/A,N/A,66,5.7,27.8,78,4,6.5,2,59,2,55,20.1,21.2,15,26,4,14,3.3,-5.8,38,N/A,N/A,1,86.3,36.2,2,41.3,56.8,15,25.5,11.7,0,91.2,60
1081,Yes,13121012000,Fulton County,Georgia,2018,40,50,31,35,28,42,52,2.1,5.3,5,5.4,-39.6,48,4.1,3.9,67,72,76,5,82.9,53.9,46,57,55.3,56,65,46,72,5.9,21.2,59,N/A,N/A,64,1.6,17.4,78,4,6.5,4,60,4,55,20.1,21.2,32,57,6,65,5.7,22.7,49,N/A,N/A,2,86.6,42.3,4,41.5,54.7,18,25.5,13.6,0,92.3,63.9
1082,Yes,13121012000,Fulton County,Georgia,2019,38,44,33,38,38,39,53,1.8,5.2,23,16.5,3.1,48,4.1,3.9,52,72.5,73,6,83.9,57.5,49,56.5,56.1,39,32,46,66,13.7,22.2,16,N/A,N/A,15,8.6,-20.4,78,4,6.5,6,60,7,55,20.1,21.2,37,61,13,69,9.2,42.1,53,N/A,N/A,3,87,48.7,3,41.6,55.4,45,25.3,23.5,0,93.3,70.2
1083,Yes,13121012000,Fulton County,Georgia,2020,42,52,31,44,50,38,50,1.5,4,49,25.2,44.8,48,4.1,3.9,43,72.8,71.2,7,84.9,61.3,54,55.8,57.4,46,57,34,83,7.4,63.6,20,N/A,N/A,69,8.1,34.9,29,3.4,2.4,12,61,16,60,20.6,22.6,34,48,21,69,12.2,46.5,26,N/A,N/A,3,87.5,50.5,3,41.6,55.6,77,25.4,37.5,1,94.2,77.3
1084,Yes,13121012000,Fulton County,Georgia,2021,46,56,35,54,65,42,66,0,10.4,64,25.7,101.2,48,4.1,3.9,70,73.3,78.4,1,89.1,55.2,51,55.6,55.9,46,50,42,21,5.3,-15.1,71,N/A,N/A,59,7.1,20.7,22,5,2.8,33,59,42,70,20.6,24.9,37,54,20,49,13.8,19.4,60,N/A,N/A,3,88.8,52,2,41.3,59.1,77,27.5,41.5,0,95,71.7
1085,Yes,13121012000,Fulton County,Georgia,2022,44,47,40,58,67,50,66,-0.3,11.6,68,31.6,231,48,4.1,3.9,90,72.9,84,1,90.6,59,62,56.3,61,43,41,45,23,-15,-34.6,29,N/A,N/A,72,17.9,75.7,41,5.1,4.3,23,60,30,72,21.1,25.9,29,32,26,8,14.5,-1.4,55,N/A,N/A,4,88.8,55.4,1,41.3,62.7,98,27.4,90.1,0,94.9,68.8
1086,Yes,13121012000,Fulton County,Georgia,2023,41,44,38,56,67,44,66,-0.5,13,68,48.8,239,48,4.1,3.9,80,72.2,80.2,1,91.7,59.6,49,56.7,56.2,48,48,48,31,28.8,5.7,78,N/A,N/A,34,-8.5,-16.3,52,3.9,4.1,23,60,30,69,20.7,24.8,20,18,22,5,16.7,-7.2,31,N/A,N/A,4,88.8,57.2,0,41.5,69.1,83,27.8,48,1,95,72.4
1087,Yes,13121012000,Fulton County,Georgia,2024,45,51,39,56,67,44,66,-0.5,13,68,48.8,239,48,4.1,3.9,80,72.2,80.2,1,91.7,59.6,49,56.7,56.2,48,47,50,35,-5.8,-10.8,73,N/A,N/A,34,-8.5,-16.3,62,3.6,4.5,23,60,30,66,1.3,1.8,30,38,22,5,16.7,-7.2,71,N/A,N/A,4,88.8,57.2,0,41.5,69.1,83,27.8,48,1,95,72.4
1088,Yes,13121007400,Fulton County,Georgia,2017,42,55,29,47,54,40,44,2.1,3.2,65,-0.4,48.3,17,4.1,1.1,94,71.2,83.4,1,82.9,42.1,49,57.6,57.1,46,66,25,48,5.9,2.8,86,N/A,N/A,64,5.7,32,N/A,N/A,N/A,1,59,1,49,20.1,19.9,33,44,22,39,3.3,4.9,50,N/A,N/A,2,86.3,41.5,31,41.3,44.4,56,25.5,27.9,1,91.2,72.5
1089,Yes,13121007400,Fulton County,Georgia,2018,38,46,30,51,61,41,63,2.1,10.2,59,5.4,36.6,17,4.1,1.1,92,72,83.2,1,82.9,42.1,54,57,58.5,36,46,25,48,5.9,2.8,75,N/A,N/A,15,1.6,-18.2,N/A,N/A,N/A,1,60,1,49,20.1,19.9,27,30,24,44,5.7,9.3,17,N/A,N/A,2,86.6,42.7,33,41.5,44.3,59,25.5,28.7,2,92.3,76.9
1090,Yes,13121007400,Fulton County,Georgia,2019,43,55,31,56,68,44,69,1.8,15.2,67,16.5,126.2,17,4.1,1.1,95,72.5,84.9,2,83.9,45.3,60,56.5,60.5,40,54,25,75,13.7,28.4,76,N/A,N/A,11,8.6,-22.2,N/A,N/A,N/A,1,60,1,49,20.1,19.9,33,42,24,49,9.2,15.4,36,N/A,N/A,2,87,44,38,41.6,43.5,56,25.3,27.7,2,93.3,78.5
1091,Yes,13121007400,Fulton County,Georgia,2020,43,56,30,53,65,41,70,1.5,17.1,60,25.2,73.1,17,4.1,1.1,91,72.8,83.1,1,84.9,46.2,54,55.8,57.6,44,62,26,42,7.4,2.1,70,N/A,N/A,73,8.1,104.8,N/A,N/A,N/A,2,61,2,50,20.6,20.6,33,42,24,28,12.2,10,56,N/A,N/A,2,87.5,42.6,35,41.6,44.1,59,25.4,28.8,2,94.2,79.6
1092,Yes,13121007400,Fulton County,Georgia,2021,37,50,24,48,60,36,65,0,10.3,56,25.7,66.8,17,4.1,1.1,100,73.3,93.6,3,89.1,60.7,23,55.6,43.8,33,47,19,48,5.3,3.1,41,N/A,N/A,51,7.1,16.3,2,5,1,3,59,4,51,20.6,20.8,29,42,16,25,13.8,10.2,59,N/A,N/A,1,88.8,41,19,41.3,47.7,42,27.5,24.3,2,95,77.8
1093,Yes,13121007400,Fulton County,Georgia,2022,38,53,23,44,52,35,51,-0.3,3.2,52,31.6,60.6,17,4.1,1.1,100,72.9,92.8,3,90.6,64.4,19,56.3,42.6,38,55,21,31,-15,-27,78,N/A,N/A,57,17.9,38,5,5.1,1.4,5,60,6,54,21.1,21.8,32,52,12,41,14.5,17.5,62,N/A,N/A,2,88.8,46.8,5,41.3,54.3,39,27.4,22.8,1,94.9,73.6
